The following is the list that works with word2vec without any threshold.  Anything that has not been properly classified should be simply deleted from this file. However, if we are using the whole list only to derive a single distance as positive/negative, we can tolerate the errors.

adjective,sentiment,positive_value,negative_value,positive_percent,negative_percent
deranged,negative,0.07683734613679614,0.23453591073217883,0.24676925343376258,0.7532307465662373
derivative,positive,0.1463767046619305,0.07264065810222262,0.668333792419713,0.3316662075802869
derogative,negative,0.08270194275112477,0.14929249534700192,0.35648243737698715,0.6435175626230129
derogatory,negative,0.09994967397761086,0.21206754269163733,0.3203338426147229,0.679666157385277
descriptive,positive,0.19540479078785777,0.11322149315803029,0.6331437111886374,0.3668562888113625
designer,positive,0.0840842519717982,0.046570526904839905,0.6435604781910736,0.35643952180892646
desirable,positive,0.20464226719901515,0.1743454145293126,0.5399707617560779,0.46002923824392206
desolate,negative,0.1113377435926452,0.1924962716499501,0.3664426562106548,0.6335573437893451
despicable,negative,0.0782771738913824,0.20159719389366315,0.2796868270248397,0.7203131729751603
despondent,negative,0.0639317165921796,0.21768534184619495,0.22701649163830603,0.772983508361694
destroyed,negative,0.055206662094556797,0.058155803952518084,0.48699242367955975,0.5130075763204403
detachable,positive,0.12268024962369656,0.07064225109508977,0.6345885717780547,0.3654114282219454
detailed,positive,0.18104288904556123,0.09969406658661507,0.6448844208553896,0.35511557914461034
detectable,positive,0.15021369656877748,0.10342468460356248,0.5922356698322863,0.40776433016771385
detestable,negative,0.09924827503033477,0.25174215279660866,0.2827663296825557,0.7172336703174442
detrimental,negative,0.1394539563711874,0.19048196758115435,0.42266981631054856,0.5773301836894515
devious,negative,0.09568318426294355,0.2457092949804374,0.28027326341518605,0.7197267365848139
didactic,positive,0.171992654916578,0.13686918580664684,0.5568595152895656,0.4431404847104343
different,positive,0.18593495101839197,0.1074417765346183,0.6337753937377169,0.36622460626228315
difficult,negative,0.17309040853729707,0.21023955900065608,0.4515441608936029,0.5484558391063972
diffuse,positive,0.16387053140699667,0.11102840928929937,0.5961119056767782,0.40388809432322176
digestive,positive,0.11620426488483468,0.08640717841754915,0.573532585281512,0.426467414718488
digital,positive,0.1286248810230186,0.047930869494173446,0.72852275072453,0.27147724927547007
dilapidated,negative,0.0855335145117372,0.12868465618269082,0.39928225618986674,0.6007177438101333
dim,negative,0.11390115710390672,0.15295414345224548,0.42682741120946716,0.5731725887905329
dingy,negative,0.09085475979405032,0.1548404879966855,0.36978639436865857,0.6302136056313415
diplomatic,positive,0.09022311437454021,0.0753886066386441,0.5447870103792808,0.4552129896207191
dire,negative,0.06324008182256374,0.14313254374286824,0.3064363873323548,0.6935636126676452
direct,positive,0.06202468443572653,0.056523768794513846,0.523201127856679,0.47679887214332095
dirty,negative,0.07958591627694243,0.18985567436398318,0.2953735393545962,0.7046264606454039
disabled,negative,0.08761092601477993,0.09441308365380074,0.48131521865877525,0.5186847813412248
disadvantageous,negative,0.11986827694700804,0.18940555049739669,0.38757976365961855,0.6124202363403815
disaffected,negative,0.07414352875507575,0.1381619221093258,0.34923045288380683,0.6507695471161931
disagreeable,negative,0.13816875967955128,0.305257508098813,0.31159353813611135,0.6884064618638887
disappointed,negative,0.08333867377241032,0.23285276498575988,0.26357030443240265,0.7364296955675974
discernable,positive,0.12491993442383843,0.09054595270900542,0.5797666446699286,0.42023335533007133
disconnected,positive,0.11470594419709286,0.1036559623066286,0.5253019907807865,0.4746980092192135
discontented,negative,0.0763405416010055,0.16213787633760954,0.3201150957847085,0.6798849042152916
discourteous,negative,0.08530777822032598,0.24632532376807595,0.25723541380169407,0.742764586198306
disdainful,negative,0.1182027222940487,0.27820761978874314,0.2981827408260746,0.7018172591739253
diseased,negative,0.0982618044676057,0.1626231568479681,0.3766480213044762,0.6233519786955237
disgraceful,negative,0.10093978646232307,0.2695608031092025,0.2724416351916129,0.7275583648083871
disgruntled,negative,0.056067952080543465,0.1729576474109136,0.24481085173465453,0.7551891482653454
disgusting,negative,0.11954315658072323,0.30394496361664214,0.2822821960743798,0.7177178039256201
dishonest,negative,0.09677384974264353,0.2752077347561717,0.2601576362255421,0.7398423637744579
dishonorable,negative,0.08085331544873497,0.20604046754389868,0.28182317025256337,0.7181768297474366
disinterested,negative,0.12897818007051387,0.1968873910882882,0.3958018013742842,0.6041981986257157
disjointed,negative,0.1452211882292917,0.21163599576876815,0.40694483603300874,0.5930551639669912
disloyal,negative,0.08139523027053064,0.25610630921672634,0.24116995257025745,0.7588300474297426
dismal,negative,0.07889712577062304,0.1467770913708512,0.34960628985438225,0.6503937101456179
disobedient,negative,0.06190520150271999,0.24187394982085805,0.20378357511697734,0.7962164248830227
disparate,positive,0.16401833629593252,0.12182676261116596,0.5738014642302457,0.42619853576975425
disposable,positive,0.11848291635800845,0.08470833546549482,0.5831103223918592,0.4168896776081407
disreputable,negative,0.09144224084479474,0.2552580455281427,0.26375011627891315,0.7362498837210868
dissimilar,positive,0.1582811059691746,0.12834927816768205,0.5522132848749229,0.4477867151250771
distant,negative,0.11049986237921133,0.1489333680906787,0.4259279436912227,0.5740720563087772
distasteful,negative,0.13137833189230555,0.28730988943001234,0.3137855931972035,0.6862144068027966
distinct,positive,0.19103868439624333,0.108749650038178,0.6372452242234696,0.36275477577653037
distinctive,positive,0.19395866248988994,0.11807036122577336,0.6216045551795685,0.37839544482043136
distinguished,positive,0.12259378012164501,0.0656318945300796,0.6513127412000579,0.34868725879994206
distraught,negative,0.05893427506865225,0.21492375772683675,0.21520009644070964,0.7847999035592904
distrustful,negative,0.08988531268806962,0.2339879024877666,0.2775324061277169,0.7224675938722831
disturbing,negative,0.16728416367901103,0.286837191266665,0.3683688552788324,0.6316311447211675
divergent,positive,0.1772631575382057,0.13429844940674873,0.5689505818010623,0.4310494181989377
diverse,positive,0.1995327568125608,0.0933015064271551,0.6813845982538665,0.3186154017461335
divine,positive,0.13796244328305943,0.12251554518992071,0.5296510622331165,0.4703489377668834
divisive,negative,0.1286612262571597,0.2020225946843643,0.3890762659353429,0.610923734064657
dizzying,positive,0.13549531698481182,0.12346442377194157,0.5232292733567631,0.47677072664323694
doable,positive,0.104159973224498,0.09009457341951146,0.5362035279173227,0.4637964720826772
documentary,positive,0.08099410475041209,0.07434949765327416,0.5213868063902329,0.478613193609767
domed,positive,0.11155776352217679,0.08030237621847197,0.5814535717162382,0.4185464282837619
domestic,positive,0.1216041306474133,0.07404389884504345,0.6215453892527028,0.37845461074729725
dominant,positive,0.1571441651874743,0.12551333214454516,0.5559525810238362,0.44404741897616384
doubtful,negative,0.12425941126022323,0.18984836494148122,0.3955948265999948,0.6044051734000052
dowdy,negative,0.05398175046560782,0.11032864472682147,0.3285352116790177,0.6714647883209822
downhearted,negative,0.04913401518451421,0.11122716682871524,0.30639594051171787,0.6936040594882821
downloadable,positive,0.08903642030751854,0.0436545376574421,0.6710059349411749,0.3289940650588252
drab,negative,0.10886006205464425,0.1629863222561,0.4004469742375078,0.5995530257624921
dramatic,positive,0.16136100056008076,0.12693709021847632,0.5597019394902022,0.4402980605097979
dreadful,negative,0.0994975739686769,0.24395452158951006,0.28969854968265935,0.7103014503173406
dreary,negative,0.11933125878132028,0.2413206573584155,0.330876541731959,0.669123458268041
drivable,positive,0.07362494088292401,0.05318734753486102,0.5805820697783287,0.41941793022167134
drowsy,negative,0.06950852534736639,0.14131928309170674,0.3296933448295725,0.6703066551704275
drunk,negative,0.0572067254687339,0.22012144756838795,0.20627808867105785,0.7937219113289421
dual,positive,0.13735569036359727,0.061217531710874885,0.6917130564164584,0.3082869435835417
dubious,negative,0.13003796783435467,0.21414288469313283,0.37781871617616897,0.622181283823831
dull,negative,0.13574235393327033,0.24817897146603743,0.3535681530378335,0.6464318469621664
durable,positive,0.1769699206292362,0.11975482404059706,0.5964110638165728,0.4035889361834272
dynamic,positive,0.23418197474472507,0.10317937948512249,0.6941576793208347,0.30584232067916517
easy,positive,0.165042377146105,0.15696992370555726,0.5125343867597567,0.4874656132402433
ecological,positive,0.1657044196366494,0.07806313135134982,0.6797640578700612,0.3202359421299388
economic,positive,0.15685673486877932,0.09320200409441919,0.6272795564719861,0.3727204435280138
economical,positive,0.18558615997690983,0.12672646360630507,0.5942320161370643,0.4057679838629358
economy,positive,0.12359902234852481,0.06608737757765376,0.6515966479232386,0.3484033520767614
editable,positive,0.12127267093497376,0.06893654676546689,0.6375751522513771,0.362424847748623
educational,positive,0.15822721584884195,0.05616424223632764,0.7380294777695121,0.26197052223048795
effective,positive,0.182933700714265,0.14769156634237457,0.5532961904055764,0.4467038095944236
efficient,positive,0.20187166458529363,0.12461939720072521,0.6183068641480901,0.38169313585190995
effortless,positive,0.16630762089278514,0.15541750087905676,0.5169245720597649,0.4830754279402351
egalitarian,positive,0.1707465113254133,0.14830121414451464,0.5351754539980481,0.4648245460019519
egomaniacal,negative,0.0886296280043866,0.22894086131839284,0.27908647366255507,0.720913526337445
elaborate,positive,0.18488519969405265,0.13735989885035466,0.5737409212093085,0.42625907879069147
elastic,positive,0.1765139195706464,0.1167327819010825,0.601929770001739,0.3980702299982609
electric,positive,0.09886108584324346,0.05507994518150717,0.642201011550641,0.35779898844935903
electrical,positive,0.13829899597049491,0.0712988389780552,0.6598302697374862,0.3401697302625139
electronic,positive,0.16534034806756578,0.06881952421203748,0.7061002658480179,0.29389973415198206
elegant,positive,0.1901661493277596,0.16517009109331773,0.5351724020674351,0.4648275979325648
elementary,positive,0.07151038011094289,0.03824160562164433,0.6515634285212778,0.34843657147872226
elite,positive,0.09803486934991011,0.08516621343969157,0.5351216699002747,0.4648783300997254
emaciated,negative,0.10361964069040332,0.2201652058313579,0.3200262205088686,0.6799737794911315
embarrassing,negative,0.10930415115116122,0.2596426944860975,0.29625988795856767,0.7037401120414324
emblematic,positive,0.14052497131265784,0.12039479376530311,0.5385754171236127,0.4614245828763874
emergency,positive,0.12164659929002894,0.0940514305531234,0.5639671320989156,0.43603286790108436
eminent,positive,0.11812610050344004,0.08517537453753678,0.5810390725381157,0.41896092746188435
empirical,positive,0.19416837538663456,0.11677869822921039,0.6244418805063818,0.37555811949361817
empty,negative,0.11875834342208691,0.1314839841581584,0.47457336482775725,0.5254266351722426
endemic,positive,0.07204162745036988,0.05965696869478262,0.5470189474986408,0.4529810525013591
enduring,positive,0.1638533711994872,0.1323153246558179,0.5532433828845257,0.44675661711547426
enhanced,positive,0.1801123303470485,0.09390381675712185,0.6573055356426742,0.34269446435732587
enormous,positive,0.14323576822156173,0.126940523211349,0.5301566894041462,0.4698433105958538
entire,positive,0.12310797861498554,0.1046011625590807,0.540636963365818,0.45936303663418193
entrepreneurial,positive,0.13720777590024957,0.06796118695991546,0.6687550299397133,0.3312449700602868
enumerable,positive,0.0907300720024519,0.054052657567731234,0.6266636377957682,0.37333636220423183
enviable,positive,0.12795634323766206,0.1005633341283911,0.5599357775772447,0.4400642224227553
envious,negative,0.10872629169688261,0.2502839695001136,0.30285009496489657,0.6971499050351035
environmental,positive,0.16179210352292075,0.08053863517753848,0.6676499415243773,0.3323500584756227
episodic,positive,0.1205520824071138,0.10249036296290455,0.5404894221237702,0.4595105778762298
equal,positive,0.14479009343269697,0.10735084417214313,0.5742427025460445,0.4257572974539554
equitable,positive,0.14082775167413555,0.09712702853084448,0.5918256886994373,0.40817431130056264
equivalent,positive,0.12669202779090732,0.08811192392147606,0.5898030589332197,0.4101969410667804
erasable,positive,0.09914907903640295,0.06003361956560237,0.6228634135943334,0.3771365864056666
erect,positive,0.08091718151595001,0.052936393338228194,0.6045201378005945,0.3954798621994054
erroneous,negative,0.1406558521677838,0.1985058335440695,0.4147162197067357,0.5852837802932642
eruptive,positive,0.10553886366104728,0.07298350316860969,0.5911800607133485,0.4088199392866515
esoteric,positive,0.1615736178411115,0.10459976275754398,0.6070239536264418,0.3929760463735582
essential,positive,0.20419139383085286,0.12684037576424595,0.6168332244382747,0.3831667755617252
ethereal,positive,0.166255643087982,0.15159471823460158,0.5230626210276683,0.47693737897233157
ethical,positive,0.17241299984169003,0.13062402832563058,0.5689502727913928,0.4310497272086073
ethnic,positive,0.11382673247832875,0.0838707122425537,0.5757622848339496,0.42423771516605024
everlasting,positive,0.10897405193685722,0.10608695117358972,0.50671228330918,0.49328771669082006
every,positive,0.11798690517438773,0.10457809294257,0.5301233624902048,0.46987663750979525
evil,negative,0.10442586149252714,0.20931033194349746,0.3328460779384738,0.6671539220615262
evocative,positive,0.19540808134678986,0.1656925641419637,0.5411457547584911,0.458854245241509
exact,positive,0.15133985996214047,0.12737724790435798,0.5429873362299314,0.45701266377006855
excellent,positive,0.17198696738597805,0.13585620514940938,0.5586837153785104,0.4413162846214897
exceptional,positive,0.1725665953167067,0.12952884661121847,0.5712320391708464,0.42876796082915364
exclusive,positive,0.1288841946773689,0.08316637081095071,0.6077993443713228,0.3922006556286773
excruciating,negative,0.11373737025725851,0.20632360038627373,0.3553615738544187,0.6446384261455813
executable,positive,0.12604687652687582,0.07264087159669906,0.634396824752779,0.3656031752472211
exemplary,positive,0.1475693536728534,0.11970468230083132,0.5521275313378468,0.44787246866215324
exhaustive,positive,0.15223270734381222,0.12340889069672187,0.552284954179615,0.44771504582038496
existing,positive,0.14562303063171805,0.10369384079463423,0.5840881517508325,0.4159118482491675
exotic,positive,0.15753818157112956,0.12081267670701012,0.5659698071191536,0.4340301928808465
expanded,positive,0.05678795948620587,0.037920051044784485,0.5996109428106265,0.4003890571893735
expansive,positive,0.19456457924304033,0.1323479643314124,0.5951578887603289,0.404842111239671
expected,positive,0.14290189824573502,0.11199564520705839,0.560624854637723,0.43937514536227684
expeditious,positive,0.1240442554689756,0.11030884569430084,0.529304945627976,0.47069505437202397
expensive,positive,0.1624811577917204,0.14747482493383296,0.5242071998835631,0.4757928001164368
experimental,positive,0.15508642281255422,0.07479026073373142,0.6746505144412681,0.3253494855587318
expert,positive,0.11933836688603121,0.08346093353159267,0.5884555155776087,0.41154448442239133
explainable,positive,0.12545056213257377,0.10789362337174302,0.5376202619381445,0.4623797380618555
explicit,positive,0.19324619684255398,0.1794937112131343,0.5184478309569217,0.4815521690430784
explosive,positive,0.11657531364906593,0.08910089413526955,0.5667904659701939,0.43320953402980605
exponential,positive,0.15544221199017783,0.09460475415190223,0.6216520615645201,0.37834793843547987
expressive,positive,0.22411979917030722,0.1572583632629974,0.5876576617296521,0.41234233827034794
exquisite,positive,0.17818907028214512,0.13579169993890447,0.5675158709773722,0.43248412902262784
extendable,positive,0.12459396576455081,0.0792357750924566,0.611264898050168,0.38873510194983196
extended,positive,0.1243329214463108,0.09626353287731941,0.5636215769085111,0.4363784230914889
extension,positive,0.12038823017844222,0.07162165674078726,0.6269897457368145,0.37301025426318535
extensive,positive,0.16618269880081016,0.10288983581132659,0.6176130129385354,0.38238698706146446
exterior,positive,0.14136172668453745,0.08297901741989928,0.6301206107203144,0.3698793892796856
external,positive,0.09300016689226816,0.06029265583479546,0.6066831129977562,0.3933168870022437
extra,positive,0.12128024632665702,0.09475348970179744,0.5613949402360141,0.438605059763986
extraordinary,positive,0.14797777389930575,0.14184818357371146,0.5105746054960674,0.4894253945039327
fabled,positive,0.09534920708670783,0.0899976475364781,0.5144366074113034,0.4855633925886966
facial,positive,0.1434542657672875,0.10052062219505242,0.5879878333602562,0.41201216663974377
factual,positive,0.15046501994536815,0.13506919148441282,0.5269596914216731,0.4730403085783269
failed,negative,0.0502275507172076,0.056314978931061334,0.4714319331728358,0.5285680668271642
faint,negative,0.11684853161583095,0.2067313574053847,0.36111184773961563,0.6388881522603844
fair,positive,0.0799278569516562,0.05926419715985647,0.5742271529926745,0.4257728470073256
faithless,negative,0.05786121839091287,0.10673115360868078,0.3515425270805121,0.648457472919488
false,negative,0.12182819032382036,0.19645782530859826,0.3827632517305347,0.6172367482694652
famous,positive,0.13925295035768503,0.10157552470988263,0.5782246070304425,0.42177539296955746
fashionable,positive,0.13603440178159718,0.13582751365812762,0.5003805022177066,0.49961949778229336
fast,positive,0.13002234853588915,0.12382293142209508,0.5122110151404434,0.48778898485955663
fat,negative,0.08963522667038837,0.1442296228300664,0.38327789260272765,0.6167221073972724
fatal,negative,0.0800219554859303,0.16668470314398293,0.32436074457954506,0.6756392554204549
faulty,negative,0.13040359322982759,0.14410880381279603,0.4750371736748187,0.5249628263251812
fearful,negative,0.10487135263379832,0.26086517899902467,0.28674016283143056,0.7132598371685694
feckless,negative,0.07904202559599291,0.2535272506126794,0.23767085912770122,0.7623291408722989
federal,positive,0.10308774249977055,0.07719145015281842,0.5718227432847899,0.4281772567152102
felonious,negative,0.05002797479504225,0.13418544158902865,0.27157617385879074,0.7284238261412093
feminine,positive,0.14331717403245686,0.14316351153239046,0.5002681899824476,0.4997318100175525
fertile,positive,0.13955479562018738,0.10894584382019382,0.5615872696925939,0.43841273030740613
festive,positive,0.10542715971963752,0.0886371176340172,0.5432589714979404,0.45674102850205955
financial,positive,0.12736188967652554,0.089021752884245,0.5885929646496104,0.4114070353503897
finite,positive,0.16064815226919837,0.07719374848291405,0.6754409200447477,0.32455907995525235
fireproof,positive,0.10621425818864866,0.06304719998744632,0.6275159113786333,0.3724840886213667
firm,positive,0.08283175136747829,0.046158697556050204,0.6421541444249471,0.3578458555750528
first,positive,0.06194894385304051,0.05620236992620133,0.5243187051545457,0.47568129484545435
fiscal,positive,0.10907639280592525,0.07003366314564152,0.6089908923674316,0.39100910763256846
fit,positive,0.14819927894944449,0.10294882426898713,0.590087191781619,0.40991280821838105
fitting,positive,0.1572114173258078,0.08841239552463404,0.6400495762254633,0.35995042377453673
fixed,positive,0.1755226494039422,0.09523394780780743,0.6482673043296959,0.3517326956703041
flabby,negative,0.11436324458375163,0.23199875806708808,0.33018415330921513,0.6698158466907849
flavored,positive,0.10404171004690421,0.08586613035105507,0.5478536843391024,0.4521463156608977
flavorful,positive,0.14281918499665483,0.1419406199021073,0.5015426423944557,0.49845735760554427
flawless,positive,0.1524205598127102,0.1401725835639751,0.5209300465953964,0.47906995340460357
flexible,positive,0.21879200642795113,0.10974041430081918,0.6659677785912683,0.3340322214087316
floppy,positive,0.0954758709346543,0.07413270220442236,0.5629188971265351,0.43708110287346486
floral,positive,0.1374465187583502,0.07268419536121175,0.6541000887673408,0.34589991123265906
flowering,positive,0.09315759338847457,0.06642025564501414,0.583775216627495,0.41622478337250496
fluent,positive,0.0796716960791867,0.07288858148844127,0.5222309329102347,0.47776906708976535
flying,positive,0.06066154264569772,0.039273187714540726,0.6070116207551549,0.39298837924484514
foggy,negative,0.06264997034902259,0.1251698351646679,0.3335642382211706,0.6664357617788293
following,positive,0.0800142937133604,0.04092585682983593,0.6616023988227268,0.3383976011772732
foregoing,positive,0.12866752869227094,0.11128100864000598,0.5362296854266471,0.4637703145733529
foreign,positive,0.10082798258365146,0.07875847297643557,0.5614453621749659,0.43855463782503423
forensic,positive,0.09948130482140993,0.0635671114443881,0.6101335241382391,0.389866475861761
formal,positive,0.16822125349315906,0.10381576379174387,0.6183763341184624,0.3816236658815376
formative,positive,0.10118160810687202,0.05518814497518578,0.6470663674564682,0.3529336325435318
former,positive,0.07842297907269245,0.04941202217565673,0.6134703196062681,0.3865296803937319
formless,positive,0.13517585834032303,0.1238314143929544,0.5218998559917871,0.4781001440082128
foul,negative,0.06679067535825942,0.149199334987163,0.3092303910326422,0.6907696089673577
fractional,positive,0.13020347584098751,0.07278355876127642,0.6414374006502943,0.35856259934970575
fragrant,positive,0.12645748738393545,0.10766611866557417,0.5401312986662001,0.4598687013337999
frail,negative,0.09711701689120719,0.224311407323378,0.30214196870894033,0.6978580312910597
fraternal,positive,0.07823089294705664,0.05362712955250089,0.5932964218943838,0.4067035781056162
fraudulent,negative,0.10721929493303597,0.16256669175833635,0.39742351427500894,0.6025764857249911
free,positive,0.10077773943767801,0.08689068593745815,0.5369989077077313,0.4630010922922686
fresh,positive,0.12116065210787423,0.11583229480776022,0.5112415946749901,0.4887584053250099
frightening,negative,0.15798538092508255,0.2874417691965098,0.35468287211939326,0.6453171278806067
frightful,negative,0.10769877549701685,0.22899016648897405,0.31987618857259065,0.6801238114274093
frigid,negative,0.08527155216585706,0.16130096413250092,0.34582748088062126,0.6541725191193788
fruitful,positive,0.14927402505244106,0.12119247240574939,0.5519131813193103,0.4480868186806896
fruitless,negative,0.07600828925828168,0.14584659139775294,0.34260363816888695,0.657396361831113
frumpy,negative,0.07522795484593853,0.18322761503869037,0.2910672611138513,0.7089327388861486
frustrated,negative,0.08813849003629397,0.2603647632858276,0.25290578838535993,0.74709421161464
full,positive,0.13745107595310135,0.0842669632105189,0.619936368153009,0.38006363184699093
functional,positive,0.22526014082042017,0.09634429482620165,0.7004261006770922,0.29957389932290773
fundamental,positive,0.2066547316580024,0.11083748279443871,0.6508970055042352,0.3491029944957647
future,positive,0.11583693072564458,0.08137912634865074,0.587360544795835,0.41263945520416506
futuristic,positive,0.14424525223637794,0.12586282006426094,0.5340279207791627,0.4659720792208373
gainful,positive,0.0781911459269049,0.07048522182358341,0.5259150940392011,0.47408490596079894
game,positive,0.06337865860099799,0.057224292763893465,0.5255149885116995,0.4744850114883004
gaseous,positive,0.1371973487223274,0.08148381001043717,0.6273853198756231,0.372614680124377
gaunt,negative,0.043617849363911256,0.10474153859744642,0.29400127597771,0.7059987240222901
general,positive,0.11418534481151794,0.09148559765103412,0.5551846237701199,0.44481537622988004
generative,positive,0.16214396098278977,0.06340325002294203,0.7188914474259193,0.2811085525740807
generic,positive,0.19235207362067028,0.12292342095574499,0.6101079117458929,0.3898920882541072
geographic,positive,0.1384168613802966,0.06860373101831875,0.6686139759168344,0.33138602408316553
geologic,positive,0.12572977190142326,0.05758503007234549,0.6858680834699559,0.31413191653004413
geometric,positive,0.19306193936694171,0.07858664643652052,0.7107047467076528,0.28929525329234723
geriatric,positive,0.08725713186924362,0.053913476320787614,0.6180970174172933,0.3819029825827067
ghastly,negative,0.10417457040483091,0.24357269472328513,0.29956977624669806,0.7004302237533019
ghostly,negative,0.10587245433391444,0.1708820378507286,0.38255008436603527,0.6174499156339648
gifted,positive,0.11028974942390932,0.09140588983246481,0.5468127612006558,0.45318723879934425
glass,positive,0.12456445528490039,0.09421000640938727,0.5693738397078768,0.43062616029212314
glassy,positive,0.12927972014123099,0.11655940488651614,0.5258712181254288,0.47412878187457114
global,positive,0.1402863169720869,0.05348782478744084,0.7239682018366578,0.2760317981633423
globular,positive,0.11364390007563441,0.0866530806696505,0.5673770001563523,0.4326229998436477
gloomy,negative,0.13185442307992198,0.23971001147321705,0.35486287388753,0.64513712611247
glorious,positive,0.11947964630948288,0.11329227002316739,0.5132906417230187,0.48670935827698125
glossy,positive,0.12135471626347528,0.10079691907875478,0.5462697408305158,0.4537302591694841
gold,positive,0.08821306244637803,0.07151850249733721,0.5522581743781309,0.44774182562186915
golden,positive,0.09073720600839004,0.08742320364860694,0.50930061388544,0.49069938611456
graceful,positive,0.18068029852958065,0.16725597419848995,0.5192913550315326,0.48070864496846744
gradual,positive,0.14667051987572755,0.09597429609961113,0.6044659115677727,0.3955340884322273
grand,positive,0.07017284727624833,0.04383977782317968,0.615483129303023,0.3845168706969771
graphic,positive,0.14254124732250742,0.06591312872465822,0.6838006955068936,0.31619930449310635
grave,negative,0.07175951451476448,0.10472491127740588,0.4066053658427012,0.5933946341572988
gray,negative,0.06759900517707358,0.09989959117746576,0.40357953229643045,0.5964204677035695
great,positive,0.14249078777442847,0.12179079027610196,0.5391627703508882,0.4608372296491118
greatest,positive,0.055055452455792867,0.05015409822073324,0.5232932951597198,0.47670670484028027
greedy,negative,0.08036957145587281,0.26459626584843104,0.23297834963575423,0.7670216503642457
grey,negative,0.08419464069029671,0.11239985290499098,0.428265508105334,0.571734491894666
grim,negative,0.09507270609596533,0.22354605539330805,0.298390169027024,0.701609830972976
grinding,positive,0.10411020482041161,0.0733247179112298,0.5867514873488091,0.4132485126511909
groggy,negative,0.07401442296097385,0.20901006531874308,0.26151243452765965,0.7384875654723403
grouchy,negative,0.05101035553552866,0.1761613768573466,0.2245453472499402,0.7754546527500599
grubby,negative,0.066012294305179,0.14743449646161408,0.30926815094307264,0.6907318490569274
grumpy,negative,0.066430541843598,0.20991297737623166,0.2403911697699445,0.7596088302300554
guilty,negative,0.04875785955834326,0.13656263431628898,0.26310020299928377,0.7368997970007163
gullible,negative,0.09400397419538414,0.2672413951962782,0.26022194929082954,0.7397780507091705
habitable,positive,0.11180602763143772,0.09453467523628348,0.5418515400866556,0.4581484599133444
half,negative,0.06833009863437434,0.07321082117427244,0.48275861656651486,0.5172413834334851
hapless,negative,0.060498414832327055,0.2148087293108398,0.21974880100047933,0.7802511989995207
harmful,negative,0.15329046522019552,0.20344112983914753,0.42970812606238407,0.5702918739376159
harmonic,positive,0.16907315621254412,0.07741431911382332,0.6859300091766484,0.3140699908233516
harmonious,positive,0.19262454621270553,0.12357661983108582,0.6091835416762144,0.3908164583237857
harsh,negative,0.12573232990855504,0.2463034855716253,0.3379575962230261,0.6620424037769739
hateful,negative,0.09978751084251199,0.2938945581447706,0.2534723288241393,0.7465276711758607
haughty,negative,0.11173281401192849,0.2600766921251275,0.30051091262508406,0.699489087374916
hawkish,negative,0.09854368740090572,0.16795362919937792,0.3697736572286403,0.6302263427713597
healthy,positive,0.1483795855994436,0.12477048161331414,0.5432163612973602,0.45678363870264
heartless,negative,0.07704657227536456,0.2436836007339428,0.24022240113071222,0.7597775988692879
heavenly,positive,0.10028750709908743,0.09944674715471652,0.5021046964315459,0.49789530356845413
heavy,negative,0.12963041212401816,0.129692566770147,0.49988015977914124,0.5001198402208588
heinous,negative,0.09013237467514885,0.21407084590188064,0.2962900080550784,0.7037099919449217
hideous,negative,0.10988457561938661,0.23327276856537418,0.3202163015931933,0.6797836984068066
high,positive,0.1444644784252467,0.0990088044406838,0.5933483819035562,0.4066516180964438
historical,positive,0.1441838371012865,0.07586588093025251,0.6552330009376386,0.34476699906236147
holiday,positive,0.06920348337624861,0.06155671903642973,0.52923964707429,0.47076035292571006
holistic,positive,0.1763887777983907,0.06922943680718797,0.7181420892650052,0.2818579107349947
hollow,negative,0.11978790249707345,0.1274987229043373,0.48440914385331757,0.5155908561466823
homogeneous,positive,0.19591955905110167,0.10708927559341298,0.6465803522889076,0.35341964771109224
hormonal,positive,0.13632447664590253,0.08435328015656537,0.6177535906708019,0.3822464093291981
horrendous,negative,0.08779069023847338,0.22295736748357814,0.2825140433122119,0.7174859566877881
horrible,negative,0.096272776950769,0.25263415093920294,0.2759268138726345,0.7240731861273656
horrid,negative,0.09779819630035086,0.2366007559447406,0.29245963733962754,0.7075403626603726
hostile,negative,0.10326556756352574,0.23320650357661113,0.3069068027358407,0.6930931972641593
hot,negative,0.08348272909050362,0.10503886917407376,0.4428284602878299,0.5571715397121701
hotheaded,negative,0.08377201061576318,0.2593792479308843,0.24412561087656726,0.7558743891234327
house,positive,0.07481421104828787,0.055515776733980324,0.5740368147143077,0.4259631852856924
human,positive,0.15520403195625623,0.1314727745959653,0.5413902639102547,0.45860973608974537
humanitarian,positive,0.11271164704302154,0.05559634335555269,0.6696749618131994,0.3303250381868005
humorless,negative,0.09749347703241162,0.29378946195553557,0.24916362897032612,0.7508363710296739
hurt,negative,0.058733466617435094,0.20643083480784952,0.22149839288975492,0.778501607110245
hurtful,negative,0.09862779700887796,0.27042671799290685,0.267244520794986,0.7327554792050139
hydraulic,positive,0.12628721127986747,0.0676035830073711,0.6513316516346821,0.34866834836531796
hydrothermal,positive,0.1246241108758162,0.07080678756411592,0.6376888806767719,0.3623111193232281
hygienic,positive,0.13671861802182694,0.09575512686614313,0.5881034784711372,0.4118965215288628
hyperbolic,positive,0.14344883504075215,0.08410086411715063,0.630406612584485,0.3695933874155149
hypothetical,positive,0.1684139606599739,0.1227416154013564,0.5784328877991278,0.4215671122008722
